SKU;NOMBRE; PRECIO ;FABRICANTE;CATEGORIA-LINEA;SUB-CATEGORIA;DESCRIPCION CORTA;DESCRIPCION LARGA;META TAGS;FICHA TECNICA;IMPUESTO;NOMBRE IMÁGENES DEL PRODUCTO;;;RUTA DE LAS IMAGENES;;;INVENTARIO
330;TRATAMIENTO FUSIÓN RECONSTRUCTOR CAPILAR 300ml; $ 16.000 ;EFFES                         ;CAPILAR;TRATAMIENTO;TRA/TO FUSION RESTAURADOR CAPILAR X 300(EF)       ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO FUSIÓN RECONSTRUCTOR CAPILAR 300ml;TRATAMIENTO FUSIÓN RECONSTRUCTOR CAPILAR 300ml;TRATAMIENTO FUSIÓN RECONSTRUCTOR CAPILAR 300ml;;;;
331;TRATAMIENTO GUSANO DE SEDA Y KERATINA 300ml                 ; $ 16.700 ;LABORATORIO SAENZ             ;CAPILAR;TRATAMIENTO;TRA/TO GUSANO DE SEDA Y KERATINA X 300            ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO GUSANO DE SEDA Y KERATINA 300ml                 ;TRATAMIENTO GUSANO DE SEDA Y KERATINA 300ml                 ;TRATAMIENTO GUSANO DE SEDA Y KERATINA 300ml                 ;;;;
332;TRATAMIENTO HIDRATCOLORS  MATIZANTE NEGRO AZUL 240ml                 ; $ 12.600 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO HIDRACOLOR NEGRO AZUL X 240 (HB)           ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO HIDRATCOLORS  MATIZANTE NEGRO AZUL 240ml                 ;TRATAMIENTO HIDRATCOLORS  MATIZANTE NEGRO AZUL 240ml                 ;TRATAMIENTO HIDRATCOLORS  MATIZANTE NEGRO AZUL 240ml                 ;;;;
333;TRATAMIENTO HIDRATCOLORS  MATIZANTE PLATA 240ml                       ; $ 12.600 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO HIDRACOLOR PLATA 240 ML                    ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO HIDRATCOLORS  MATIZANTE PLATA 240ml                       ;TRATAMIENTO HIDRATCOLORS  MATIZANTE PLATA 240ml                       ;TRATAMIENTO HIDRATCOLORS  MATIZANTE PLATA 240ml                       ;;;;
334;TRATAMIENTO HIDRATCOLORS  MATIZANTE ROJO FIESTA 240ml              ; $ 12.600 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO HIDRACOLOR ROJO FIESTA  283 (HB)           ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO HIDRATCOLORS  MATIZANTE ROJO FIESTA 240ml              ;TRATAMIENTO HIDRATCOLORS  MATIZANTE ROJO FIESTA 240ml              ;TRATAMIENTO HIDRATCOLORS  MATIZANTE ROJO FIESTA 240ml              ;;;;
335;TRATAMIENTO HIDRATCOLORS  MATIZANTE RUBIO MEDIO 240ml                   ; $ 12.600 ;HERBACOL                      ;CAPILAR;TRATAMIENTO;TRA/TO HIDRACOLOR RUBIO MEDIO 240ML               ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO HIDRATCOLORS  MATIZANTE RUBIO MEDIO 240ml                   ;TRATAMIENTO HIDRATCOLORS  MATIZANTE RUBIO MEDIO 240ml                   ;TRATAMIENTO HIDRATCOLORS  MATIZANTE RUBIO MEDIO 240ml                   ;;;;
336;TRATAMIENTO INTENSIVO CAPILAR KERATINA 300ml                                    ; $ 12.600 ;EFFES                         ;CAPILAR;TRATAMIENTO;TRA/TO KERATINA 300                               ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO INTENSIVO CAPILAR KERATINA 300ml                                    ;TRATAMIENTO INTENSIVO CAPILAR KERATINA 300ml                                    ;TRATAMIENTO INTENSIVO CAPILAR KERATINA 300ml                                    ;;;;
337;TRATAMIENTO NUTRILISS KERATINA TERMO ALISADORA 250ml                     ; $ 28.600 ;NATURAL SANZ                  ;CAPILAR;TRATAMIENTO;TRA/TO NUTRILISS X 250 cm3                        ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO NUTRILISS KERATINA TERMO ALISADORA 250ml                     ;TRATAMIENTO NUTRILISS KERATINA TERMO ALISADORA 250ml                     ;TRATAMIENTO NUTRILISS KERATINA TERMO ALISADORA 250ml                     ;;;;
338;TRATAMIENTO SACHET   BIO-ARGAN 30UND X 15ml                          ; $ 37.800 ;NATURAL SANT                  ;CAPILAR;TRATAMIENTO;TRA/TO BIO ARGAN X 30 SOBRES (NZ)                 ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO SACHET   BIO-ARGAN 30UND X 15ml                          ;TRATAMIENTO SACHET   BIO-ARGAN 30UND X 15ml                          ;TRATAMIENTO SACHET   BIO-ARGAN 30UND X 15ml                          ;;;;
339;TRATAMIENTO SACHET NUTRILISS KERATINA TERMO ALISADORA SACHET 15ml               ; $ 43.000 ;NATURAL SANZ                  ;CAPILAR;TRATAMIENTO;TRA/TO SACHET NUTRILISS X 30 UND X 15 CC (NZ)     ;;TRATAMIENTO;;IVA 19%;TRATAMIENTO SACHET NUTRILISS KERATINA TERMO ALISADORA SACHET 15ml               ;TRATAMIENTO SACHET NUTRILISS KERATINA TERMO ALISADORA SACHET 15ml               ;TRATAMIENTO SACHET NUTRILISS KERATINA TERMO ALISADORA SACHET 15ml               ;;;;
